branch,date,segments,initial_energy_kwh,final_energy_kwh,normal_yuan,adjustment_yuan,emergency_yuan,total_yuan,q0_kwh,a_final_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,adjust_up_kwh,adjust_down_kwh,adjust_abs_kwh
Q42/M0_P1,2025-05-13,144,2447.8282336464,2371.14206096884,39373.1658814369,0,0,39373.1658814369,63988.8666864613,63988.8666864613,17959.0872431395,14615.8782223528,0,7516.4448990079,0,0,0
Q42/M0_P1,2025-05-14,144,2371.14206096884,2238.82493567431,39320.9837907698,0,0,39320.9837907698,64501.0018926904,64501.0018926904,17525.6016201747,14314.8227251066,0,8276.07421428899,0,0,0
Q42/M0_P1,2025-05-15,144,2238.82493567431,3845.13377075378,40711.5045675562,0,0,40711.5045675562,65240.5007984135,65240.5007984135,20049.4478121951,14794.3747763065,0,7220.36947919157,0,0,0
Q42/M0_P1,2025-05-16,144,3845.13377075378,2496.22229523051,12169.9656084625,0,0,12169.9656084625,27360.4856596774,27360.4856596774,13531.0447538509,12174.1665785902,0,23288.1009510834,0,0,0
Q42/M0_P1,2025-05-17,144,2496.22229523051,2787.50169391194,13078.5319716855,0,0,13078.5319716855,29738.3093259534,29738.3093259534,14691.5034635848,11637.9663466904,0,16235.9731257257,0,0,0
Q42/M0_P1,2025-05-18,144,2787.50169391194,3378.81783208539,39134.7729740427,0,0,39134.7729740427,62785.4431986279,62785.4431986279,18845.9905483751,14733.0678198277,0,4996.35237008052,0,0,0
Q42/M0_P1,2025-05-19,144,3378.81783208539,2690.29089854289,37941.3892041762,0,0,37941.3892041762,61779.9457529698,61779.9457529698,16704.8628401007,14150.6131406698,0,11710.4795035389,0,0,0
Q42/M0_P1,2025-05-20,144,2690.29089854289,2633.73501414992,38244.444636592,0,0,38244.444636592,61700.3741259215,61700.3741259215,18602.8018608328,15119.1698032282,0,3689.34725165023,0,0,0
Q42/M0_P1,2025-05-21,144,2633.73501414992,2598.54920278487,38366.941741824,0,0,38366.941741824,61621.0322057568,61621.0322057568,16319.4143834133,13250.3928807933,0,7189.39541980343,0,0,0
Q42/M0_P1,2025-05-22,144,2598.54920278487,2895.376887796,37242.4605650308,0,0,37242.4605650308,60479.3669499988,60479.3669499988,17950.2155105225,14272.5296470132,0,5985.05026982283,0,0,0
Q42/M0_P1,2025-05-23,144,2895.376887796,2455.65213685266,11569.0680852179,0,0,11569.0680852179,27117.6870080031,27117.6870080031,13889.0585269123,11645.889682648,0,18453.5692804054,0,0,0
Q42/M0_P1,2025-05-24,144,2455.65213685266,2879.20603421042,12666.6309116545,0,0,12666.6309116545,28859.1366125182,28859.1366125182,14113.7197798785,11050.9145140796,0,22041.829963386,0,0,0
Q42/M0_P1,2025-05-25,144,2879.20603421042,2706.74729310976,37509.4103548873,0,0,37509.4103548873,60859.2742080132,60859.2742080132,17368.1994271683,14223.4544029969,0,9169.51900050844,0,0,0
Q42/M0_P1,2025-05-26,144,2706.74729310976,2397.10967411548,37166.2180601194,0,0,37166.2180601194,60222.4200261993,60222.4200261993,18959.2861181034,15635.6956127586,0,2318.99657085448,0,0,0
Q42/M0_P1,2025-05-27,144,2397.10967411548,2201.4454732073,36675.7729796341,0,0,36675.7729796341,59518.70911855,59518.70911855,17169.5228138236,14083.4112600145,0,7042.23026474088,0,0,0
Q42/M0_P1,2025-05-28,144,2201.4454732073,2840.36657137925,37709.2955389041,0,0,37709.2955389041,60639.447253948,60639.447253948,19239.0005601246,15008.5614653462,0,4135.18405916961,0,0,0
Q42/M0_P1,2025-05-29,144,2840.36657137925,2047.78648902463,36186.2519122972,0,119.804421733333,36306.0563340305,58345.1064104582,58345.1064104582,18082.7685260482,15360.3645802182,17.8174333333333,1530.39639796154,0,0,0
Q42/M0_P1,2025-05-30,144,2047.78648902463,2331.37840556196,12074.2560260111,0,0,12074.2560260111,28003.9671746748,28003.9671746748,15320.3408536368,12154.2433665622,0,18241.6364209335,0,0,0
Q42/M0_P1,2025-05-31,144,2331.37840556196,2540.55495084494,11801.2127769924,0,0,11801.2127769924,28228.6710332463,28228.6710332463,14413.2990686356,11486.5133548402,0,16912.7037694508,0,0,0
Q42/M0_P1,2025-06-01,144,2540.55495084494,1200,41259.5528374741,0,70250.8806112868,111510.433448761,61745.5073256268,61745.5073256268,15465.103994253,13733.2336911053,11304.4676011859,93.2783236651328,0,0,0
Q42/M0_P1,2025-06-02,144,1200,1200,42005.2380434208,0,56006.4001876484,98011.6382310692,63775.9257744607,63775.9257744607,19670.4115142447,15933.0333265382,9022.44213353967,420.182270293887,0,0,0
Q42/M0_P1,2025-06-03,144,1200,1317.80754070537,51385.0961517677,0,618.787024891013,52003.8831766587,76964.7192347684,76964.7192347684,21095.1353501794,16981.0328470105,120.730609667549,4778.9805079337,0,0,0
Q42/M0_P1,2025-06-04,144,1317.80754070537,1290.56108919072,52247.7494568781,0,953.313846465249,53201.0633033434,77668.2076285268,77668.2076285268,19811.2828008836,16071.6608750789,149.781785817624,4433.10667187302,0,0,0
Q42/M0_P1,2025-06-05,144,1290.56108919072,1210.45037441647,54653.7559958214,0,907.733267937284,55561.4892637587,79688.6052830602,79688.6052830602,20712.2231029684,16849.0003567013,131.451514221014,4807.51603434736,0,0,0
Q42/M0_P1,2025-06-06,144,1210.45037441647,1214.85537816036,18081.0819619506,0,7397.93872997328,25479.0206919239,35977.438922701,35977.438922701,14424.1706260646,11679.6137037428,1347.3282595335,3725.21485991271,0,0,0
Q42/M0_P1,2025-06-07,144,1214.85537816036,1689.48184596473,20006.6132155488,0,0,20006.6132155488,40254.5461503758,40254.5461503758,17646.4107299564,13866.4288702408,0,5348.05112399347,0,0,0
Q42/M0_P1,2025-06-08,144,1689.48184596473,3926.6686043229,64348.4368542651,0,0,64348.4368542651,93562.085062845,93562.085062845,15554.4560830438,10585.6413447431,0,23408.3470578776,0,0,0
Q42/M0_P1,2025-06-09,144,3926.6686043229,2114.27388601581,56219.9084432022,0,193.084699461387,56412.9931426636,80581.5193676165,80581.5193676165,16531.073783541,15021.3250111446,27.3162197724251,8166.3740816592,0,0,0
Q42/M0_P1,2025-06-10,144,2114.27388601581,2530.11606379753,57339.3129400325,0,0,57339.3129400325,83379.4103515767,83379.4103515767,19732.1797480907,15608.8076359499,0,7637.59400610258,0,0,0
Q42/M0_P1,2025-06-11,144,2530.11606379753,1902.81672035184,56817.3994531774,0,2088.08644694198,58905.4859001194,82905.4853141158,82905.4853141158,24005.1387040812,20008.7317594069,368.303088987103,3192.9351417619,0,0,0
Q42/M0_P1,2025-06-12,144,1902.81672035184,2900.17877356771,60058.3237351291,0,0,60058.3237351291,86499.3927301565,86499.3927301565,20195.5304695986,15460.7538324806,0,9312.2246597051,0,0,0
Q42/M0_P1,2025-06-13,144,2900.17877356771,2125.9800479475,18062.8356887873,0,0,18062.8356887873,35488.8019066264,35488.8019066264,14533.8622111349,12469.2072440775,0,5078.83323956896,0,0,0
Q42/M0_P1,2025-06-14,144,2125.9800479475,2185.93181714505,19740.5392125942,0,0,19740.5392125942,38055.1057169027,38055.1057169027,16238.6120032066,13099.3191303195,0,8722.47009401563,0,0,0
Q42/M0_P1,2025-06-15,144,2185.93181714505,4696.03929943087,63518.8402185395,0,0,63518.8402185395,90908.9808557079,90908.9808557079,19315.4341566323,13386.404932815,0,14352.9772985571,0,0,0
Q42/M0_P1,2025-06-16,144,4696.03929943087,3901.15843110769,59953.9296272039,0,0,59953.9296272039,84730.4019600497,84730.4019600497,18028.9415288996,15318.8354198996,0,9326.24303438299,0,0,0
Q42/M0_P1,2025-06-17,144,3901.15843110769,3290.56715529011,60147.1559322618,0,0,60147.1559322618,85269.6496885655,85269.6496885655,19189.4979373542,16093.0254774927,0,7536.16601203735,0,0,0
Q42/M0_P1,2025-06-18,144,3290.56715529011,3762.47961085095,60398.7448083377,0,0,60398.7448083377,86304.4815588663,86304.4815588663,18830.7400323668,14828.1782162124,0,11373.5288427119,0,0,0
Q42/M0_P1,2025-06-19,144,3762.47961085095,3359.44577997718,57918.8490645954,0,152.459328734608,58071.30839333,84378.3914306554,84378.3914306554,18818.5505242244,15605.7563724081,22.3716374651527,12928.4647163043,0,0,0
Q42/M0_P1,2025-06-20,144,3359.44577997718,3017.63967259286,18568.1172014407,0,0,18568.1172014407,35329.4309937698,35329.4309937698,13226.3834750742,11020.996111456,0,10723.4627801516,0,0,0
Q42/M0_P1,2025-06-21,144,3017.63967259286,3711.8353153525,18848.5817863362,0,0,18848.5817863362,37140.2840336172,37140.2840336172,16929.2216899938,13087.8934904113,0,13964.2154340347,0,0,0
Q42/M0_P1,2025-06-22,144,3711.8353153525,3213.14489141336,54396.5819232878,0,0,54396.5819232878,78967.9261573868,78967.9261573868,17672.4100706441,14763.473538767,0,8601.64852550961,0,0,0
Q42/M0_P1,2025-06-23,144,3213.14489141336,2644.01416143233,52987.2775251227,0,0,52987.2775251227,78381.0547397983,78381.0547397983,18952.9125361625,15864.0768112745,0,8230.93301491041,0,0,0
Q42/M0_P1,2025-06-24,144,2644.01416143233,2060.32802924412,53301.0221242679,0,24216.4413059774,77517.4634302453,76907.2100493841,76907.2100493841,20943.2952786172,17489.3866946493,3899.3974207085,1083.90663612472,0,0,0
Q42/M0_P1,2025-06-25,144,2060.32802924412,2765.85469238296,55127.0150482835,0,0,55127.0150482835,81040.1812184889,81040.1812184889,20984.5426423092,16362.5055434455,0,5980.72275295858,0,0,0
Q42/M0_P1,2025-06-26,144,2765.85469238296,2392.59657952364,53916.9336297504,0,131.321122946551,54048.2547526969,80014.3462631841,80014.3462631841,19130.3011747539,15831.476253124,18.640783070575,9186.77829129145,0,0,0
Q42/M0_P1,2025-06-27,144,2392.59657952364,2397.4371928594,16678.9520784639,0,0,16678.9520784639,33518.2184426782,33518.2184426782,15232.0097760077,12333.5713665641,0,10848.1341665679,0,0,0
Q42/M0_P1,2025-06-28,144,2397.4371928594,2559.23659034002,17237.1191103848,0,0,17237.1191103848,34898.7636299451,34898.7636299451,15687.7464902619,12561.4551993796,0,9995.54622239608,0,0,0
Q42/M0_P1,2025-06-29,144,2559.23659034002,2800.62639199199,54031.9516780875,0,0,54031.9516780875,79198.2041430227,79198.2041430227,20938.6665973706,16743.0691223834,0,5734.8381347022,0,0,0
Q42/M0_P1,2025-06-30,144,2800.62639199199,1870.09068456545,52938.4716576646,0,119.505268334822,53057.9769259994,78196.3092249066,78196.3092249066,19463.8535000124,16603.2034716939,17.2061433064318,5475.18135656127,0,0,0
Q42/M0_P1,2025-07-01,144,1870.09068456545,1200,57145.7719797743,0,28727.5589865053,85873.3309662797,78486.6078577706,78486.6078577706,21564.6794661741,18070.4719837099,4715.88953010602,841.745872079083,0,0,0
Q42/M0_P1,2025-07-02,144,1200,1200,62505.3735006441,0,6343.70354913371,68849.0770497778,84989.063921468,84989.063921468,18033.1107134521,14606.8196778962,1025.50775516583,9683.51427441123,0,0,0
Q42/M0_P1,2025-07-03,144,1200,1406.99019218837,66261.2118395671,0,1793.45948143382,68054.6713210009,87890.7628032751,87890.7628032751,20876.1468802293,16723.3878000162,311.393809420301,4288.97859914894,0,0,0
Q42/M0_P1,2025-07-04,144,1406.99019218837,1200,25033.7390537926,0,1307.9732398505,26341.7122936431,43436.8112154986,43436.8112154986,13625.3069478271,11222.7898007095,345.643123082207,12499.0697247965,0,0,0
Q42/M0_P1,2025-07-05,144,1200,1472.85916276925,24795.4345123327,0,118.756534341645,24914.1910466743,43818.2893488074,43818.2893488074,13533.4116203524,10716.4901659931,48.5126740265085,12259.800601808,0,0,0
Q42/M0_P1,2025-07-06,144,1472.85916276925,1475.89445711475,62591.9848097347,0,23737.2837823088,86329.2685920434,84084.3742018751,84084.3742018751,21647.6658538251,17531.8775766874,2768.90374190276,2943.50811664017,0,0,0
Q42/M0_P1,2025-07-07,144,1475.89445711475,1805.34754594061,64525.609708006,0,431.439797941996,64957.049505948,87331.9044777592,87331.9044777592,18911.8434543102,15022.085418048,51.5930165199151,10084.2566913502,0,0,0
Q42/M0_P1,2025-07-08,144,1805.34754594061,4834.5226048698,72334.7271611722,0,0,72334.7271611722,96826.0743694106,96826.0743694106,21391.0895603654,14600.5249908597,0,14464.1227832383,0,0,0
Q42/M0_P1,2025-07-09,144,4834.5226048698,2867.00808468594,62599.7941610105,0,122.306661513896,62722.1008225243,83479.4479475968,83479.4479475968,17088.2432638424,15612.2401118778,14.0453217172595,7958.76510068278,0,0,0
Q42/M0_P1,2025-07-10,144,2867.00808468594,2486.25189360463,63382.3128879087,0,333.72566343453,63716.0385513433,85116.2949672649,85116.2949672649,19309.7934508499,15983.6132671616,38.8802487942557,8975.37164903756,0,0,0
Q42/M0_P1,2025-07-11,144,2486.25189360463,1773.54553263379,24799.7298544715,0,136.027485878374,24935.7573403498,42014.7594426436,42014.7594426436,13963.1398571444,11951.5790091607,42.9374824140925,7527.35892707403,0,0,0
Q42/M0_P1,2025-07-12,144,1773.54553263379,2078.60690221908,25694.4578164444,0,0,25694.4578164444,44902.7242045594,44902.7242045594,16070.9874895774,12742.944633931,0,10490.4380155795,0,0,0
Q42/M0_P1,2025-07-13,144,2078.60690221908,2236.15985831606,61173.0741975111,0,160.353398333986,61333.427595845,85538.9442949084,85538.9442949084,18871.1203136699,15143.8097935853,19.8764671005871,12563.7898419244,0,0,0
Q42/M0_P1,2025-07-14,144,2236.15985831606,1936.40777792284,60164.860447545,0,545.911768170639,60710.7722157156,82255.2079248272,82255.2079248272,18641.2250438408,15369.169157865,63.9065790657379,7239.37940125045,0,0,0
Q42/M0_P1,2025-07-15,144,1936.40777792284,5629.16018111104,72505.6078316983,0,0,72505.6078316983,97477.5494080035,97477.5494080035,19647.9791598709,12591.385956626,0,17671.9056214253,0,0,0
Q42/M0_P1,2025-07-16,144,5629.16018111104,3753.81049222084,65017.7944327322,0,0,65017.7944327322,86069.6927751851,86069.6927751851,15455.1437905366,14206.4811903358,0,12686.4667916509,0,0,0
Q42/M0_P1,2025-07-17,144,3753.81049222084,3721.18363925003,65501.5003097379,0,0,65501.5003097379,87855.1000971412,87855.1000971412,19227.3699638525,15603.5338383943,0,11510.8479050163,0,0,0
Q42/M0_P1,2025-07-18,144,3721.18363925003,3239.90394048526,25929.8645107226,0,0,25929.8645107226,43896.6645030638,43896.6645030638,12178.8067393825,10297.9851877882,0,10741.5948514694,0,0,0
Q42/M0_P1,2025-07-19,144,3239.90394048526,3055.61642609578,26712.6334754677,0,0,26712.6334754677,45790.3387361215,45790.3387361215,14225.5188101875,11688.5289992024,0,16070.5298751364,0,0,0
Q42/M0_P1,2025-07-20,144,3055.61642609578,3986.73606537862,62806.258418901,0,0,62806.258418901,85727.6792715823,85727.6792715823,19412.1919279455,14885.8677862813,0,9111.37691325148,0,0,0
Q42/M0_P1,2025-07-21,144,3986.73606537862,3490.43793867692,64850.6443041933,0,0,64850.6443041933,86613.9084459673,86613.9084459673,20083.265552096,16714.1134112293,0,9255.00695510057,0,0,0
Q42/M0_P1,2025-07-22,144,3490.43793867692,2725.91530520307,62752.0286282791,0,2.79315047693539,62754.8217787561,84873.0068639707,84873.0068639707,17818.794960541,15121.2942881647,0.328896140940287,8380.69047106866,0,0,0
Q42/M0_P1,2025-07-23,144,2725.91530520307,2678.13582562314,62939.950775328,0,0,62939.950775328,85338.0331742618,85338.0331742618,19465.9230801693,15810.3992265591,0,7465.96220398489,0,0,0
Q42/M0_P1,2025-07-24,144,2678.13582562314,3058.13689307903,63000.0336639855,0,0,63000.0336639855,84881.4228725579,84881.4228725579,18958.3523248578,15014.2644224245,0,7320.86297012461,0,0,0
Q42/M0_P1,2025-07-25,144,3058.13689307903,1973.281187374,24116.4752214436,0,0,24116.4752214436,41420.3937765718,41420.3937765718,13765.9295962054,12126.7731080609,0,13275.9177217606,0,0,0
Q42/M0_P1,2025-07-26,144,1973.281187374,2579.46853759524,25563.2612117766,0,0,25563.2612117766,44427.5895587414,44427.5895587414,16102.7451336376,12497.6549430473,0,12353.4078014845,0,0,0
Q42/M0_P1,2025-07-27,144,2579.46853759524,3268.93548717062,61574.4577947617,0,687.596073699379,62262.053868461,84072.6301985513,84072.6301985513,22335.4685626609,17471.2092811375,131.855261812424,5655.03637884035,0,0,0
Q42/M0_P1,2025-07-28,144,3268.93548717062,2521.36491062629,61888.5328301843,0,0,61888.5328301843,83362.5971870622,83362.5971870622,20369.9317897978,17172.4582686261,0,2210.24643255722,0,0,0
Q42/M0_P1,2025-07-29,144,2521.36491062629,2419.07674918789,62244.7334026038,0,47.4669260493042,62292.2003286531,84292.3240945247,84292.3240945247,19888.2366881986,16201.5310627355,5.53873116094564,4541.91125022241,0,0,0
Q42/M0_P1,2025-07-30,144,2419.07674918789,2001.59248545859,61184.9605255925,0,0,61184.9605255925,82211.9928802614,82211.9928802614,20602.1348615119,17063.465075181,0,4570.06904393052,0,0,0
Q42/M0_P1,2025-07-31,144,2001.59248545859,1759.00271116404,59877.1328366583,0,215.299988714133,60092.4328253724,82281.9512686196,82281.9512686196,20745.2469487401,17021.9808253446,25.4156472157299,3889.10452577316,0,0,0
Q42/M0_P1,2025-08-01,144,1759.00271116404,1294.67079788095,22371.0892820587,0,2274.92017985522,24646.0094619139,39346.7757883458,39346.7757883458,14890.4949569398,12479.199637076,762.072557599539,16446.1933594149,0,0,0
Q42/M0_P1,2025-08-02,144,1294.67079788095,2379.71150635318,24424.5285569949,0,0,24424.5285569949,43632.4907764251,43632.4907764251,16988.1726254438,12783.8831889845,0,18501.1764066324,0,0,0
Q42/M0_P1,2025-08-03,144,2379.71150635318,1442.40487179741,55070.4662734939,0,1966.89367443165,57037.3599479256,77356.1066633493,77356.1066633493,17439.5329254134,14969.5976406851,331.3409072845,12378.0323025721,0,0,0
Q42/M0_P1,2025-08-04,144,1442.40487179741,1775.88896424705,54607.5172847172,0,0,54607.5172847172,75496.4008778396,75496.4008778396,19680.9578391214,15641.4401664837,0,6041.2281218685,0,0,0
Q42/M0_P1,2025-08-05,144,1775.88896424705,1692.12459623743,53699.342913976,0,0,53699.342913976,74458.0524066086,74458.0524066086,20025.7791682842,16296.2690575189,0,5576.23256250993,0,0,0
Q42/M0_P1,2025-08-06,144,1692.12459623743,1208.04338546021,54212.8124115359,0,8589.48487885844,62802.2972903943,74036.6258329287,74036.6258329287,18527.6205436238,15443.0457300347,1019.63576534705,3857.28751802005,0,0,0
Q42/M0_P1,2025-08-07,144,1208.04338546021,1658.33027358663,55161.9866135107,0,177.90765296885,55339.8942664796,76579.1754689287,76579.1754689287,19449.3213460323,15348.6920909724,20.4233329088337,9110.9842967776,0,0,0
Q42/M0_P1,2025-08-08,144,1658.33027358663,1703.8335679242,22101.3828191937,0,0,22101.3828191937,39882.3711518644,39882.3711518644,15198.7774264946,12270.0567505568,0,21178.4792259266,0,0,0
Q42/M0_P1,2025-08-09,144,1703.8335679242,1392.76529350324,21833.7526591505,0,293.467033877523,22127.2196930281,39131.357165249,39131.357165249,15263.7147015191,12643.5703552093,121.676643377518,17710.9604623168,0,0,0
Q42/M0_P1,2025-08-10,144,1392.76529350324,2302.11195569018,54428.0585373467,0,81.0846984675089,54509.1432358142,73485.5547248781,73485.5547248781,18866.2976867859,14463.2891303283,10.1609897828959,3788.08810820346,0,0,0
Q42/M0_P1,2025-08-11,144,2302.11195569018,1875.88166941194,53410.8309999524,0,418.698234876743,53829.5292348291,74482.7229608991,74482.7229608991,18888.376342921,15683.1920954164,49.9944433341993,6766.27982339544,0,0,0
Q42/M0_P1,2025-08-12,144,1875.88166941194,1645.37159343313,53293.5060532758,0,7036.58803134731,60330.0940846231,72660.4680423339,72660.4680423339,18445.7328081022,15148.5026429437,842.660937091823,2445.35516426722,0,0,0
Q42/M0_P1,2025-08-13,144,1645.37159343313,2181.51375964779,54544.3951079426,0,437.01853829875,54981.4136462413,75156.2004567975,75156.2004567975,19256.8093384488,15115.4876145503,52.3383242132415,4946.23760711229,0,0,0
Q42/M0_P1,2025-08-14,144,2181.51375964779,1753.61034093292,53590.5879028911,0,419.242137682165,54009.8300405732,73647.689708301,73647.689708301,19946.7287172003,16541.9633377757,49.0360922794338,4365.66943782237,0,0,0
Q42/M0_P1,2025-08-15,144,1753.61034093292,1685.83891854382,22319.1235127431,0,133.946102216744,22453.0696149599,39670.4480874515,39670.4480874515,14762.3220519738,12018.475142249,51.697363235799,19818.5716576291,0,0,0
